,id,url,title,parkCode,description,category,lastIndexedDate
83,E038CDD3-CE98-4770-811F-2AC6623EC061,https://www.nps.gov/bith/planyourvisit/covid-19-updates.htm,COVID-19 Update: Masks Optional,bith,"The park is open, including the visitor center, trails, waterways, and day-use areas. Masks are optional. See COVID-19 status page for more info.",Information,2022-09-03 12:47:31.0
84,39F8060F-7EC9-4BCB-B7CB-C4224A70DE04,,Hilina Pali Overlook is closed to vehicles,havo,"Hilina Pali Overlook is closed to vehicles due to high fire danger, but open for pedestrians and bicycles.",Caution,2022-09-02 21:31:55.0
85,5BE9B3B4-466D-4453-9146-AD8B01619274,,Rincon Mountain Visitor Center Closed for Visitor Improvements 9/12-9/15,sagu,"The Rincon Mountain Visitor Center will be closed 9/12/22-9/14/22. Building will be open with limited services on 9/15/22. Park maps, bathrooms, and water are available outside of the building but book store will be closed. Thank you for your patience.",Park Closure,2022-09-02 18:00:42.0
86,8025D5BA-241D-4CB0-8CA3-76FAE465FAE6,,Race Point Restrooms and Shower CLOSED,caco,Restrooms and showers at Race Point Beach are closed. Portable toilets are available.,Information,2022-09-02 14:45:40.0
87,38E1A8E9-D745-40D6-908A-A65A60934696,https://www.nps.gov/glca/learn/news/20211020.htm,No dock access to Rainbow Bridge Trail,rabr,"No dock access to the shoreline at Rainbow Bridge due to low water. Boats and small vessels beach at your own risk. Houseboats are too large to navigate the canyon. There are no services on the dock, which has been moved out of the way.",Park Closure,2022-09-02 14:41:21.0
88,9BD2DDE2-93FB-4274-8A86-138DA670AFE6,https://www.nps.gov/places/nbd.htm,Newton B Drury Scenic Parkway: Hike and Bike Events,redw,"On the first Saturday of each winter month (Oct to May), the Scenic Parkway becomes a family (and pets-on-leash) friendly hike and bike experience. Parkway will be closed to motorized vehicles on Friday nights and will reopen Sunday mornings.",Information,2022-09-02 14:08:41.0
89,6D4F21E8-301F-45CE-99C4-9705094324E0,https://www.nps.gov/redw/planyourvisit/directions.htm,Your GPS Is Wrong,redw,"DO NOT use ""Bald Hills Road"" or ""Tall Trees Grove"" to drive to Redwood National Park. Most digital maps and apps (yes, including the one you love) do not have accurate information in this area. Our website/mobile app has good directions to get here.",Caution,2022-09-02 14:06:02.0
90,541B2B2B-F51B-490D-96E5-4363996CA508,https://www.redwoodparksconservancy.org/permits/fern-canyon-permits,Fern Canyon Parking: Summer Permits,redw,From May 1 - Sept 30 timed entry permits are required to park at Fern Canyon. These free permits must be applied for online ahead of time.,Information,2022-09-02 14:02:09.0
91,68DF315D-A786-4B21-89E9-E649A129006D,,"Mask Status in Park Buildings – MASKS REQUIRED – Week of September 2 - September 9, 2022",cowp,"The NPS has updated its masking guidance to align with the CDC’s new COVID-19 Community Levels tool, which helps communities decide what prevention steps to take. Each Friday, the park will update the mask status here for the upcoming week.",Information,2022-09-02 13:04:50.0
92,A35960DA-1337-48AF-BBF6-DAAE95D166DE,,Masks Required,jeca,Masks are currently required as Custer County is at a high transmission level for COVID-19.,Information,2022-09-02 12:21:10.0
93,26111C3A-E05B-48AE-8194-7539632BD974,https://www.nps.gov/fomc/planyourvisit/defenders-day.htm,Seawall Trail Closure - Effective September 10th,fomc,"The Seawall Trail will be closed on September 10, 2022 to ensure public safety during the park's Defenders' Day event. The trail will reopen on September 11th.",Park Closure,2022-09-02 11:35:52.0
94,44B5AEEA-8E33-4181-9F7A-740281E30FBF,,COVID-19 Mask-wearing Requirements,peri,"Benton County's prevalence is low. Guidance, ""Employees, volunteers, contractors and visitors at DOI facilities located in counties designated by the CDC as having low or medium community spread are no longer required to use face masks while indoors""",Information,2022-09-02 10:34:38.0
95,9C20F672-279D-424A-B7D2-E88AC23DC4D7,,North Loop of Horse trail Temporarily Closed,peri,The North Loop of the horse trail is closed due to construction work happen in and around the parts of the North Horse Trail Loop.,Information,2022-09-02 10:33:21.0
96,5F0F7B55-5F7C-46AD-9F33-564FDEBED69B,,Park Tour Road Construction,peri,"Construction work continues on the parks diving tour road and parking lots. The replacement of all existing pavement, roads, and sidewalks is still ongoing. Please use caution around the construction work.",Caution,2022-09-02 10:31:29.0
97,66FF6B97-A8BA-478E-A363-99910B15B4E3,https://www.nps.gov/aboutus/news/public-health-update.htm,Face masks are not required.,grpo,"Community transmission level is currently at LOW or MEDIUM: Mask wearing is not required for staff, visitors, or others, regardless of vaccination status.",Information,2022-09-02 10:16:52.0
98,6CD8B2E6-AEA1-40B2-85FC-751FA70DD4BE,,Road Closures,jotr,"Due to flash flood damage, Geology Tour Road (from the northern gate to Berdoo Canyon) is temporarily closed.",Park Closure,2022-09-02 09:40:21.0
99,7D384156-E650-4A17-A67C-E8238853317D,,Masks Optional in Park Buildings,misp,"Consistent with CDC guidance regarding medium transmission areas, masks are optional in Mill Springs Battlefield National Monument buildings. Those with symptoms, a positive test, or exposure to someone with COVID-19 should wear a mask.",Information,2022-09-02 09:31:12.0
100,94FC4377-75C4-4D37-868E-6B41998F9CBA,,Visitor Center Closed - No Air Conditioning,pete,The visitor center is closed is closed until the air conditioning in fixed. This includes the the bookstore. Rangers will be staffing information trailer.,Park Closure,2022-09-02 09:30:58.0
101,55814F44-3433-4F27-87E1-3CD9490E2723,,"Face masks optional: September 2, 2022 Status Update",stea,"The NPS updated its masking guidance based on the CDC’s COVID-19 Community Levels tool. Steamtown NHS currently resides in a ""MEDIUM"" COVID-19 community level area. Masks are optional indoors and on passenger coaches.",Information,2022-09-02 08:38:56.0
102,2F167355-A37E-4CFE-BEAC-1FD27F3283D3,,"ParkStore closed 9am-1pm on Friday, September 9 to conduct physical inventory",petr,"The Western National Parks Association (WNPA) ParkStore (gift shop) will open after the inventory is completed. The anticipated opening time is 1:00 pm. The Information Center will operate under normal business hours, 8:30 am to 4:30 pm.",Park Closure,2022-09-01 19:26:13.0
103,0F332BD3-BB27-4394-9803-D2473C285DBD,https://www.nps.gov/miss/contacts.htm,Temporary Phone Number for Visitor Information,miss,The park's information phone is experiencing issues. Please dial 651-290-3902 or send us an email for park information.,Information,2022-09-01 16:33:12.0
104,6B1F4A42-3FB2-4407-B3AB-E636195F997D,,08/25/2022 Gifford Dump Station Out of Order,laro,The Gifford Campground RV dump station is out of order until further notice. Staff are working to get it repaired as quickly as possible.,Caution,2022-09-01 16:32:23.0
105,D27D6B1C-F8B5-436B-9ACA-FAD4B125CF7A,,"Visitor Center and Bookstore Closed September 8, 2022",chir,"Our cooperating association, WNPA, will be conducting their annual inventory on Sept. 8 and the visitor center and bookstore will be closed. Park staff will still be available outside the visitor center during normal operations 8:30 a.m. - 4:30 p.m.",Park Closure,2022-09-01 16:28:32.0
106,20152A5C-5FA0-4BE8-9E65-C81FD1A2CBE9,https://wsdot.com/Travel/Real-time/Map/,Travel Delays - WSDOT State Route 20 Projects and Repairs,noca,Numerous emergency repairs and maintenance projects will affect travel times through the park complex along State Route 20. Visitors should expect delays.,Park Closure,2022-09-01 16:08:47.0
107,8E00E2F6-7D7E-43A6-A960-DE7054607584,,Black Canyon Campground Closed for the Season Effective 8/30/22,bica,The Black Canyon campground is now closed and the docks have been removed due to aggressive bear behavior. This behavior is caused by the bears receiving food rewards from campers over the course of the year. Please use caution while recreating this fall.,Park Closure,2022-09-01 15:57:44.0
108,7A958A6F-AECA-44FF-BF94-800A4FA19E61,https://www.us50info.com/,Road Closures and Construction on US Hwy 50 EAST of the Park,blca,"New construction schedule for Hwy 50 (east of Hwy 347, between mile posts 123-127) starts July 5: Single-lane alternating traffic M-F 6:30a-7:30p; expect delays. Weekday nights: FULL CLOSURE. Click on ""more"" for full schedule.",Caution,2022-09-01 15:49:31.0
109,ADA4E36D-0234-448B-9629-84798AE6AF4D,,"Little Bighorn Battlefield will be going to a Cashless Fee Collection November 1, 2022",libi,"Little Bighorn Battlefield National Monument intends to move to a fully cashless fee system and only accept credit card, debit card, mobile or electronic payments for entrance and permit fees by November 1, 2022.",Information,2022-09-01 15:46:39.0
110,35162E6E-18A2-499E-AF19-37071C4752E3,,Julian Price Park Loop Closure,blri,"Due to a utility system failure at JPP Campground, the shower house, dump station, and all campsites in Loops B, C, D, E and F are closed through 9/11/22. Loop A remains open. The dump station as well as campsites in Loops E&F will reopen 9/12/22 at noon",Park Closure,2022-09-01 15:18:24.0
111,2FCC74F2-1AC0-41EA-9D17-4A3C2E16D066,https://www.minneapolismn.gov/getting-around/parking-driving/road-closures-map/,Road Closures Near Upper St. Anthony Falls Visitor Center,miss,"Due to recent street closures near Upper St. Anthony Falls Lock and Dam, drivers should approach the area via West River Pkwy. Accurate information on the Minneapolis Road Closures map may be subject to unreported closures. Extra travel time is advised.",Information,2022-09-01 14:07:10.0
112,F90B306B-CA6D-4FF4-980F-DC3A71A941EB,,Weeklong Closure of Mississippi River Visitor Center,miss,"The Mississippi River Visitor Center will close from September 12th through 16th, 2022. The closure is for annual building maintenance at the Science Museum of Minnesota.",Information,2022-09-01 14:06:21.0
113,5ECF9D1C-32BD-4F1A-A83E-8323431101ED,https://www.nps.gov/carl/planyourvisit/parking.htm,"Pedestrian Bridge at Front Lake is Closed, Shuttle Available Thur-Sun Sept 2-Oct 30",carl,"The pedestrian bridge at the main entrance to the park is closed. During the closure, visitors must walk an additional 0.4 mile around Front Lake, and then 1/3 mile up a hill to the Sandburg Home and farm. A shuttle is available Thurs-Sun, Sep 2 - Oct 30.",Caution,2022-09-01 13:52:39.0
114,56D356FF-935B-48CA-9900-FA624EFD325C,https://www.nps.gov/aboutus/news/public-health-update.htm,Face masks required indoors in high COVID transmission counties,cuva,"The park spans Cuyahoga and Summit Counties in Ohio. If county transmission levels are high, masks are required inside Canal Exploration Center (Cuyahoga County), and/or Boston Mill Visitor Center (Summit County).",Information,2022-09-01 13:34:56.0
115,62453F11-CE4E-4A88-88C7-8B4653FB4EF2,,"Park Film Will Not be Shown on Wednesday, September 7th, 2022.",saan,"Park film inside the Mission San José Visitor Center will not be available on Wednesday, 9/7 due to staff training. Park film showings will resume as normal on 9/8 at 10am.",Information,2022-09-01 12:35:03.0
116,AC38D5C4-2F18-4326-A191-42C3B6F42A55,,Road Construction Sept. 6 - 13,rich,"From Tuesday, September 6 through Tuesday, September 13, there will be road construction at the park's Fort Gilmer, Fort Harrison, and Beaver Dam Creek sites. Roads will not be closed but be aware of construction workers and materials.",Information,2022-09-01 11:21:11.0
117,49CC652C-5C7D-4BFD-9B4C-2029C901B5E0,https://www.nps.gov/labe/planyourvisit/conditions.htm,Summer 2022 Park Paving Project,labe,"The main park road, turnouts, and side roads will be paved the summer of 2022. Please expect delays of up to 30 minutes. Work will start in June and continue into early fall. Please watch for temporary closures and reduced speeds.",Information,2022-08-31 21:04:13.0
118,33E4B33A-8695-4366-A8BD-9EF0BD2CD46C,https://www.usbr.gov/pn/programs/ea/wash/cayuse/index.html,Phase 3 of Cayuse Cove Stabilization Project begins 09/07/2022,laro,Beginning 09/07/2022 until the Memorial Day weekend the gravel parking lot and part of the paved boat launch at Porcupine Bay will be closed. Bureau of Reclamation is using these areas to load materials for a stabilization project upstream.,Park Closure,2022-08-31 17:28:00.0
119,DABB233E-EA99-49BB-93A9-971DC1EC84E7,,GPS Unreliable,bibe,Be aware that many GPS and app mapping services do not work well within this remote area. Some services may recommend incorrect/dangerous roads and itineraries. Be prepared to use paper maps to navigate,Information,2022-08-31 16:16:20.0
120,2847CBD8-C377-4582-95F3-F13F58C3DE05,https://www.nps.gov/bibe/planyourvisit/weather.htm,Santa Elena Canyon Trail CLOSED,bibe,High water levels on the Rio Grande and Terlingua Creek have made the trail muddy and impassable. The trail and parking lot for Santa Elena Canyon are currently CLOSED until further notice.,Park Closure,2022-08-31 16:15:20.0
121,A634DDE7-6AC1-42F0-BE29-2F4AF90A0ABB,,Park and campground closed due until Further Notice,gree,Greenbelt Park is temporarily closed until Further Notice for visitor safety. The park has trees down throughout the park trails and the campground has a water main leak.,Park Closure,2022-08-31 15:28:54.0
122,CAA53A7A-6232-46D3-B5BA-74AC1A8C530A,https://www.nps.gov/seki/planyourvisit/conditions.htm,Harmful Algae Blooms in Park Lakes and Rivers,seki,"There have been confirmed reports of algal mats in park lakes and rivers. These may pose a risk to humans and dogs. If you see algae, do not disturb it. Find another area to swim or wade.",Caution,2022-08-31 14:00:07.0
123,A7252D63-5F2A-4BED-A605-9C7F26466B9C,https://www.nps.gov/aboutus/news/public-health-update.htm,Masks are Optional in Park Buildings,seki,Mask requirements in park buildings are based on CDC COVID-19 community levels. Tulare County is now at the medium level and masks are now optional in all NPS buildings.,Information,2022-08-31 13:55:06.0
124,BAA633F9-2C0C-44E8-8D8F-E98157F26476,https://www.nps.gov/pagr/planyourvisit/park-tours-and-special-programs.htm,Post-Labor Day Schedule Update: Tours,pagr,"Starting Tuesday, September 6th, a free public walking tour will be offered at 2:00 PM. School and group programs will be available by reservation at 10:00 AM. Self-guided walking tours are available. Click ""more"" for additional details.",Information,2022-08-31 13:38:07.0
125,9F71D26C-9F17-454B-ACA8-26D71163014E,,September 11th: No Short Train Rides,stea,"Due to mandatory training exercises for our volunteers, there will be NO short train rides on Sunday, September 11th. The Scranton Limited Yard Shuttle will be available on Friday, September 9th and Saturday, September 10th.",Information,2022-08-31 09:51:44.0
126,78597763-3A5F-4082-9A6E-77AE3E9EDBB6,https://www.nps.gov/orpi/learn/news/upload/Revised-Temporary-Closure-Order-FINAL-02132021.pdf,South Puerto Blanco Road Open; West and East Border Roads closed for public safety,orpi,The border roads (the dirt roads directly along the border) remain closed to all public vehicle and pedestrian traffic for public safety.,Information,2022-08-30 16:26:21.0
127,3E68D9A3-7D6A-4BB0-9189-9790B9D7E0AD,,"Temporary Closure of Chubb Hollow, including pavilion, group sites and trail access",ozar,"A temporary closure of the Chubb Hollow area, including pavilion, group camping sites and trail access is in effect. This closure is due to renovation of the area in conjunction with the Big Spring Lodge and Cabins project.",Park Closure,2022-08-30 15:04:46.0
128,F9C4E672-7BAA-4558-AE40-478E4D5EC002,https://www.nps.gov/chic/planyourvisit/boat-permit.htm,Fee machine at Guy Sandy boat launch out of order,chic,"The fee machine at the Guy Sandy Boat Launch is out of order. Please purchase boat launch day permits at The Point or Buckhorn fee machines. Annual boat launch permits may be purchased at The Point, Buckhorn, and the Travertine Nature Center.",Information,2022-08-30 15:02:59.0
129,5BFAFD8E-4EFD-45D3-8129-9539C0A10AFD,https://www.nps.gov/vafo/planyourvisit/conditions.htm#gulph-rd-closure,Gulph Rd Closed Between National Memorial Arch and Thomas Rd,vafo,"Gulph Road is closed between the National Memorial Arch and Thomas Road. The cobblestone area, the Encampment Tour route, and all points of interest along the tour remain open.",Information,2022-08-30 13:11:00.0
130,72744F9D-3F84-4DA3-BC18-E060D5FAAC5B,,Partial Closure of Visitor Center 9/6 and 9/15-17,cech,"On 9/6, and 9/15-17, a portion of the visitor center and exhibit area will be closed for installation of a new exhibit element. The rest of the visitor center, exhibits, Foundation store, and Memorial Garden will be open.",Information,2022-08-30 10:52:21.0
131,78B87E65-5D2A-4039-A70F-5A8850250F82,http://wasmoke.blogspot.com/p/state.html,Smoke from Wildfires May Affect Air Quality,noca,Smoke and hazy skies from wildfires continue to plague the Pacific Northwest. Air quality may vary between Good to Moderate and Unhealthy. People with respiratory problems should limit outdoor activity and consult a physician if necessary.,Caution,2022-08-30 09:53:48.0
132,8437D1A9-785A-4128-A1C6-2D0F390E6DEA,,Water Low at Some Backcountry Sites,havo,Water is low at Halapē and may be low at other backcountry sites. Hikers to Halapē should expect to pack in all water needed for the duration of your trip. Call the Backcountry Office for updates: 808-985-6178,Caution,2022-08-29 21:28:06.0
133,36667F60-53DE-4A28-A8B8-7D07C1D28ED4,,Chaco Road Update: 8/29/22,chcu,The North road (CR 7950) has dried and was graded today. The South road (HWY 57) is also dry and passable. Visitors may enter and exit the park from either road. Please drive carefully on both.,Caution,2022-08-29 17:03:46.0
134,95EF050C-A40C-436B-AC52-AFF0ECC57E10,https://www.nps.gov/articles/plan-like-a-park-ranger-top-10-tips-for-visiting-canyonlands.htm,Expect long lines to enter the park,cany,"Between March and November, particularly on busy holiday weekends, you may experience long lines at the entrance road. Parking lots at popular trailheads and viewpoints will fill early. Pack your patience and arrive early to avoid crowds.",Information,2022-08-29 14:22:46.0
135,8B7ACEC0-BB4F-43EC-A099-E8EC2D37D410,,Road improvements underway,vall,Road improvements are taking place on VC02 between the Cabin District and History Grove from 8/29 to 9/2. The road will be open for one-way traffic with flaggers directing traffic during this time. Visitors can expect possible delays.,Information,2022-08-29 13:33:45.0
136,1D5BEFDC-C544-4EC7-955F-AB1428A070B2,,Trail to Hot Springs CLOSED,bibe,"Recent river flooding has damaged the trail to the Hot Springs, and the Hot Springs are filled with sediment. The historic area and upper trail remain open, but the riverside trail to the springs is closed until further notice.",Park Closure,2022-08-29 11:26:06.0
137,F9B12EA6-14B7-4E9D-871F-DC46D269CDD5,,Heat Advisory,nama,"Please, when visiting the park that you bring a water bottle for each person in your group and you can refill them at our new water bottle filling fountains that are located throughout the park! Lightweight clothing and a hat would be good choices.",Information,2022-08-29 08:32:22.0
138,9746E6E9-5F76-42D3-B8BC-C3ECAC43DE0C,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/fully-vaccinated-guidance.html,"Mask update as of August 29, 2022",cacl,COVID-19 Mask Requirement Consistent with CDC guidance NYC is considered medium risk. Masks are optional inside buildings,Information,2022-08-29 08:14:51.0
139,1B5ADAE7-81E6-4531-8CD0-31A205A6AC40,https://www.nps.gov/gwmp/learn/management/record-of-determination-for-temporary-closure-of-the-great-falls-visitor-center-during-construction.htm,The Visitor Center is closed due to upcoming construction projects through Spring of 2023,grfa,"The National Park Service is imposing a temporary closure to the Great Falls Visitor Center through March 5, 2023 due to needed construction projects. The waterfall overlooks, park trails, and restrooms are open. Separate alerts posted if status changes.",Park Closure,2022-08-28 17:42:12.0
140,40E167EE-22C8-4353-8F0B-86FF39BF3A9A,,Covid-19 Information,adam,"Norfolk County is currently LOW (green) for community transmission, based on the CDC's COVID-19 Community Levels tool. At this time, masks are not required in park buildings. Park staff and visitors may chose to wear masks at their own discretion.",Information,2022-08-28 12:46:35.0
141,71447087-D36C-4105-9095-E0EA34BE60FD,,Planetarium closed,rocr,"The Nature Center, restrooms at the Nature Center and bookstore are open. However, the Planetarium and Auditorium at the Nature Center must remain closed at this time.",Information,2022-08-28 09:24:29.0
142,607462E6-987A-4810-A77D-2C808965533D,,Georgetown Waterfront Park fountain currently off,rocr,The splash fountain at Georgetown Waterfront Park is not working. There is a problem somewhere on the main line that needs to be addressed by DC Water.,Information,2022-08-28 09:22:38.0
143,A6420112-6AC2-48FA-956F-23FFA132390D,https://www.nps.gov/cany/planyourvisit/road-conditions.htm,White Rim Road conditions affected by recent thunderstorms,cany,"Due to recent heavy rain, exercise caution and expect more difficult than normal driving conditions on the west side of the White Rim Road; including washouts, deep water and mud, and rock fall.",Caution,2022-08-27 17:22:08.0
144,FE563298-2C64-42D8-8CEB-92C463ED467C,,Museum Renovations Planned,peco,"The museum wing of the E.E. Fogelson Visitor Center will close on November 7, 2022. It will remain closed through for renovation project that will install new exhibits. Expected reopening is Spring 2023.",Information,2022-08-27 11:16:54.0
145,3F9DE874-F072-4536-B61D-F2659F17D55C,,"Reds Meadow Road, which provides access to Devils Postpile, will close for the season October 11",depo,Reds Meadow Road will close on October 11 (with 30-minute delays possible from October 1 through October 11). Shuttle service will end on September 5.,Park Closure,2022-08-26 18:34:20.0
146,66904715-8E05-4547-8619-8C971910F7A0,https://www.nps.gov/sahi/planyourvisit/conditions.htm,Current Visiting Requirements,sahi,"Park grounds, trails, and buildings are open. Masks are not currently required, but visitors may choose to wear them. Tours of the Roosevelt Home are by advanced reservation only. The Old Orchard Museum is open Thursday - Sunday from 11:00 am - 4:00 pm.",Park Closure,2022-08-26 16:10:59.0
147,7929E615-446A-4272-B45D-3C792BA950BD,https://covid.cdc.gov/covid-data-tracker/#county-view,COVID-19 Update: Masks optional within federal buildings.,fiis,"The CDC has recently lowered the COVID-19 Community Levels for Suffolk County to “Medium”. In accordance with the NPS’s masking guidance policy, masks are now optional inside all federal buildings regardless of vaccination status.",Caution,2022-08-26 15:10:54.0
148,76ADCABC-EC6E-46CB-945D-A327CA2FC422,,"Mask Status in Park Buildings – MASKS REQUIRED – Week of August 26 - September 5, 2022",kimo,"The NPS has updated its mask guidance to align with the CDC’s COVID-19 Community Levels tool. Each Friday, the park will update the mask status for the upcoming week. This park spans 2 counties and will follow guidance for the county with higher levels.",Information,2022-08-26 13:16:03.0
149,4E846B40-A4B9-4DD7-A59B-774991AC4B55,,Mask Status in Park Buildings – MASKS REQUIRED - starting August 27,nisi,"Consistent with CDC guidance, face coverings are not required in federal buildings at Low or Medium COVID rates. During High COVID rates masks will be required.",Information,2022-08-26 13:01:31.0
150,901A24A9-82F7-42AA-8616-D204E2570FD1,,Enderts Beach Road: September Delays and Temporary October Closure,redw,"From Sept 1 - Nov 30, expect one-lane traffic and 15 min delays on Enderts Beach Road south of Crescent Beach Day Use Area. A full (24/7) road closure beyond Crescent Beach Day Use Area will occur Sept 8-Oct 15. This is for culvert and road repairs.",Caution,2022-08-26 11:54:33.0
151,AC6F72A5-9157-405A-991E-45C1BE7D3114,https://www.nps.gov/moja/road-conditions.htm,All Primary Roads and Park facilities CLOSED due to Flash Flood Damage,moja,"As of 7 am on August 26th, a series of intense rainfall events caused flooding and road damage in many areas of the preserve. All major roads, campgrounds, and visitor centers are currently CLOSED.",Park Closure,2022-08-26 11:34:54.0
152,5A762269-11E7-415F-86B5-322EF0268A1B,,Riprap Boundary Access Closure,shen,Public access to the Riprap trail system at the park boundary via Wild Turkey Lane is no longer available due to private landowner concerns. Please use Skyline Drive to access this trail system.,Information,2022-08-26 10:39:57.0
153,7A3DF395-97DA-47F5-87D4-82535A6E372F,,Paving Construction along Shark Valley Tram Road,ever,"For several weeks beginning Monday August 29, crews will be patching areas along the Shark Valley Tram Road. While the area will remain open, portions of the road may be closed during construction and access to the entire loop may be limited.",Caution,2022-08-26 10:21:34.0
154,B76268CD-9331-4C05-A0AB-0F5B8A73F09B,,COVID-19 Mask Requirement,cane,"Consistent with CDC guidance regarding areas of substantial or high transmission, visitors to Camp Nelson National Monument, regardless of vaccination status, are required to wear a mask inside all park buildings.",Caution,2022-08-26 09:40:07.0
155,BA9398A4-04FE-43BE-B3E7-81205CAE43C4,,Observation Deck Tours,pevi,Tours to the Observation Deck have resumed. If you want to go to the Observation Deck you must buy your ticket in the Visitor Center. (Tickets can sell out by 2:00 pm.) (Updated 8/26/2022),Information,2022-08-26 09:29:12.0
156,F7AF4D29-97A7-4742-B63E-4BE96D311537,,Masks are now optional at all Thomas Edison Historical Park buildings,edis,"As of August 25th, 2022, Essex County New Jersey has become an area of Low risk and Transmission. As such, Thomas Edison NHP no longer requires our visitors to wear masks indoors.",Information,2022-08-26 09:17:20.0
157,31C4C550-BC22-4B21-8B7D-DF9687902DF5,https://www.nps.gov/coronavirus,COVID-19 Response,ande,"Consistent with CDC guidance, face coverings are required at Andersonville National Historic Site and in federal buildings in areas with High COVID rates. All signage and alerts will be updated as case rates increase or decrease",Danger,2022-08-26 09:15:13.0
158,D90E6BF3-53B3-4540-8698-61CB609D736C,https://www.nps.gov/aboutus/news/public-health-update.htm,COVID-19 Mask Guidance - Masks Optional,dino,"Masks are currently optional inside National Park Service buildings at Dinosaur National Monument, including the Quarry Visitor Center and the Quarry Exhibit Hall per CDC guidance while the Covid-19 Community Level is low in Uintah County, Utah.",Information,2022-08-25 16:25:28.0
159,735920B6-B6FA-46FB-B0E9-D2E54A6A1717,,Masks optional in Dare County facilities and required in Hyde County facilities,caha,"Based on CDC's COVID-19 Community Level tool, & consistent w/direction from Department of the Interior, masks are optional within indoor federal facilities in Dare County and required within federal indoor facilities in Hyde County.",Caution,2022-08-25 16:20:51.0
160,50E6CCE3-62CB-4917-914B-D3701BDCF0B5,https://www.nps.gov/moja/learn/news/2022-06-21-fire-restrictions.htm,Wood and Charcoal Fires (BBQs) Prohibited Outside of Developed Campgrounds,moja,"All wood campfires and charcoal fires are prohibited unless they are within approved metal fire containers in the developed campsites of Hole-in-The-Wall, Black Canyon Group, Mid Hills, and Kelso Dunes camping areas. Backcountry fires are PROHIBITIED",Caution,2022-08-25 15:22:28.0
161,7521825A-0146-45F8-A32D-FAFE54744DE7,,"Graves Creek Road Closed for Repairs, 9/12-13",olym,"Graves Creek Road will be closed to all vehicle traffic, Sept 12-13, 2022. The closure is necessary to perform critical road repairs (following storm damage from last winter) before future storms and high water events make such repairs impossible.",Information,2022-08-25 15:01:44.0
162,AACCACFF-E4FC-4BBB-B876-2181F7930840,,Earth Lodge temporarily closed to protect visitors and wildlife.,ocmu,"A few bats recently began roosting in the observation room inside the Earth Lodge. To protect both the bats and park visitors, the Earth Lodge is temporarily closed while staff attempt to completely seal the areas where bats are entering.",Park Closure,2022-08-25 11:42:00.0
163,257506D7-38CB-4244-9DB4-F19B29CDD2FC,https://www.nps.gov/cave/learn/news/areas-closed-due-to-recent-rain-and-flooding-at-carlsbad-caverns.htm,Walnut Canyon Desert Drive Closed Due to Flood Damage,cave,Recent flooding has caused major damage to the road. It is unknown at this time when repairs will begin or the length of time to complete. The main park road to the visitor center and cavern is open. (8/21/22),Danger,2022-08-25 11:09:09.0
164,2EB10DBF-067F-4B9D-91D8-7EF35680F10D,,Lava Point Overlook closed. Campground open.,zion,The Lava Point Overlook is closed for planned maintenance to replace a railing. Please do not enter the area signed as closed. The work does not affect the Lava Point Campground. Work is scheduled to be done in early-fall.,Park Closure,2022-08-25 10:12:17.0
165,9AED68B0-7CF4-4868-A663-DD7022993269,,"Mask Policy - August 22nd, 2022",rori,"Due to a decrease in cases in Contra Costa County, masks are optional for guests or staff inside park buildings. However, guests are still required to wear masks in multi-passenger government vehicles.",Information,2022-08-24 16:04:52.0
166,3C25BFB8-0CB6-43DA-98A4-DE4DFA0395DA,,"Mask Policy - August 22nd, 2022",poch,"Due to a decrease in cases in Contra Costa County, masks are optional for guests or staff inside park buildings. However, guests are still required to wear masks in multi-passenger government vehicles.",Information,2022-08-24 16:03:28.0
167,9749361F-3D7A-4505-BCA3-DB5F2F80BA60,,"Mask Policy - August 22nd, 2022",jomu,"Due to a decrease in cases in Contra Costa County, masks are optional for guests or staff inside park buildings. However, guests are still required to wear masks in multi-passenger government vehicles.",Information,2022-08-24 16:02:00.0
168,92013CDE-F1E8-4645-976F-1B5DC7CF463D,,"Mask Policy - August 22nd, 2022",euon,"Due to a decrease in cases in Contra Costa County, masks are optional for guests or staff inside park buildings. However, guests are still required to wear masks in multi-passenger government vehicles.",Information,2022-08-24 16:00:15.0
169,1C08B5FD-12CD-4ECB-9E59-72B25C5A1072,,Park Central Road Closures,cato,"Portions of Park Central Road will be closed 7am-3pm Monday through Friday, August 29-September 9, so road shoulders can be mowed and maintenance can be performed. Call the Visitor Center at (301) 663-9388 for details.",Information,2022-08-24 15:25:29.0
170,B900DCF0-926E-4F61-B500-B890AC4EF3A7,,Road Construction on Route 77/Foxville Road,cato,"Maryland Department of Transportation State Highway Administration (MDOT SHA) is improving the road surface on Route 77, visitors may encounter delays or single-lane usage west of Catoctin Hollow Road, Mondays-Fridays 8am-4pm, late August through October.",Information,2022-08-24 14:59:33.0
171,26FB2023-E141-4E46-A913-0E0996048633,,Gachado Line Camp open. Southeast border road and access roads closed,orpi,El Camino De Dos Republicas remains open from SR85 to Gachado Line Camp. Dos Lomitas is not accessible. The southeast border road from Lukeville Port of Entry eastward to the Santa Rosa Mountains is closed to public vehicle and pedestrian traffic.,Information,2022-08-24 14:37:51.0
